the_geom,ObjectID,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp,date,year
POINT (-73.84243745244092 40.84015878580688),1694,2.0,Bronx,210.0,13.0,82.0,34.0,14.0,2862,BID,10/15/2014,127 Westchester Square,127 Westchester Square,Westchester Avenue,East Tremont Avenue & Ferris Place,Bronx,210,Not Applicable,Westchester Square,40.8401587858,-73.8424374524,Westchester Square,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2014-10-15,2014.0
POINT (-73.94823556963735 40.71847074025428),920,3.0,Brooklyn,301.0,34.0,50.0,26.0,12.0,2192,General,11/20/2013,87 Richardson Street,87 Richardson Street,Richardson Street,Leonard Street & Manhattan Avenue,Brooklyn,301,Not Applicable,Not Applicable,40.7184707403,-73.9482355696,Williamsburg,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3.0,BACKED,2013-11-20,2013.0
POINT (-73.74295152943387 40.67287604142462),540,4.0,Queens,413.0,31.0,29.0,14.0,5.0,3241,Municipal Facilities,05/17/2016,229-02 137th Avenue,229-02 137th Avenue,137th Avenue,229th Street & 230th Street,Queens,413,Not Applicable,Not Applicable,40.6728760414,-73.7429515294,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2016-05-17,2016.0
POINT (-73.88893964315656 40.81844882043946),1562,2.0,Bronx,202.0,17.0,85.0,32.0,15.0,1778,General,02/04/2013,866 Hunts Point Avenue,866 Hunts Point Avenue,Hunts Point Avenue,Seneca Avenue & Gilbert Place,Bronx,202,Not Applicable,Not Applicable,40.8184488204,-73.8889396432,Hunts Point,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-02-04,2013.0
POINT (-73.96584789031881 40.687350908870975),656,3.0,Brooklyn,302.0,35.0,57.0,25.0,8.0,1545,General,01/15/2013,380 Washington Avenue,380 Washington Avenue,Washington Avenue,Greene Ave. & Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.6873509089,-73.9658478903,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-01-15,2013.0
POINT (-73.95734278921722 40.67342147828778),2056,3.0,Brooklyn,308.0,35.0,57.0,20.0,9.0,2882,General,07/14/2015,647 Sterling Place,647 Sterling Place,Sterling Place,Franklin Avenue & Classon Avenue,Brooklyn,308,B45,Crow Hill Community Association,40.6734214783,-73.9573427892,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2015-07-14,2015.0
POINT (-73.93503211225432 40.69894209058554),764,3.0,Brooklyn,304.0,34.0,53.0,18.0,7.0,3653,Senior Center,04/29/2017,585 Bushwick Avenue,585 Bushwick Avenue,Bushwick Avenue,Melrose Street & Noll Street,Brooklyn,304,Not Applicable,Not Applicable,40.6989420906,-73.9350321123,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-04-29,2017.0
POINT (-73.85833002302776 40.845015567886634),1711,2.0,Bronx,211.0,13.0,80.0,34.0,14.0,2708,Municipal Facilities,08/05/2014,1640 Bronxdale Avenue,1640 Bronxdale Avenue,Bronxdale Avenue,Van Nest Avenue & Pierce Avenue,Bronx,211,Not Applicable,Not Applicable,40.8450155679,-73.858330023,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-08-05,2014.0
POINT (-73.9081437370583 40.87592139861377),1845,1.0,Manhattan,208.0,10.0,72.0,31.0,13.0,3407,Bus Route,07/03/2017,5365 Broadway,5365 Broadway,Broadway,W. 228th Street & W. 230th Street,Bronx,208,BX07,Not Applicable,40.8759213986,-73.9081437371,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKLESS,2017-07-03,2017.0
POINT (-73.99414531142558 40.74126169888464),1053,1.0,Manhattan,104.0,3.0,75.0,27.0,12.0,2208,BID,12/03/2013,655 6th Avenue,655 6th Avenue,6th Avenue,W 20th Street and W 21st Street,Manhattan,104,Not Applicable,Flatiron/23rd Street Partnership,40.7412616989,-73.9941453114,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2013-12-03,2013.0
POINT (-73.94851824496101 40.64034648725926),2075,3.0,Brooklyn,317.0,45.0,42.0,21.0,9.0,3048,General,11/25/2014,1860 Nostrand Avenue,1860 Nostrand Avenue,Nostrand Avenue,Avenue D & Newkirk Avenue,Brooklyn,317,B44,Not Applicable,40.6403464873,-73.948518245,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2014-11-25,2014.0
POINT (-73.82576188546079 40.75133101238551),1169,4.0,Queens,407.0,20.0,25.0,16.0,6.0,502,Bus Route,06/20/2012,43-45 Main Street,,Main Street,Elder and Cherry Avenues,Queens,407,Q44,Not Applicable,40.7513310124,-73.8257618855,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2012-06-20,2012.0
POINT (-73.9647093234856 40.767417063855845),1285,1.0,Manhattan,108.0,4.0,73.0,28.0,12.0,2225,Bus Route,10/29/2013,904 Lexington Avenue,904 Lexington Avenue,East 67th Street,Lexington and Park Avenues,Manhattan,108,M66,Not Applicable,40.7674170639,-73.9647093235,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-10-29,2013.0
POINT (-73.908183976777 40.659182656074584),397,3.0,Brooklyn,316.0,42.0,60.0,19.0,9.0,3700,Bus Route,06/20/2017,830 Rockaway Avenue,830 Rockaway Avenue,Rockaway Avenue,Newport Street & Lott Avenue,Brooklyn,316,B60,Not Applicable,40.6591826561,-73.9081839768,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2017-06-20,2017.0
POINT (-73.98268346151795 40.73852290738714),1034,1.0,Manhattan,106.0,2.0,74.0,28.0,12.0,2329,Senior Center,01/31/2014,204 E 23rd Street,204 E 23rd Street,E 23rd Street,2nd & 3rd Avenue,Manhattan,106,BX38,Not Applicable,40.7385229074,-73.9826834615,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2014-01-31,2014.0
POINT (-73.9410051762495 40.79754007737744),1465,1.0,Manhattan,111.0,8.0,68.0,29.0,13.0,3903,General,10/14/2017,185 E 115th Street,185 E 115th Street,E 115th Street,Lexington Avenue & 3rd Avenue,Manhattan,111,Not Applicable,Not Applicable,40.7975400774,-73.9410051762,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2017-10-14,2017.0
POINT (-74.01016994497732 40.67538961266893),557,3.0,Brooklyn,306.0,38.0,51.0,25.0,7.0,1553,General,01/24/2013,7 Wolcott Street,7 Wolcott Street,Wolcott Street,Richards Street & Dwight Street,Brooklyn,306,Not Applicable,Not Applicable,40.6753896127,-74.010169945,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,AE,,1.0,BACKED,2013-01-24,2013.0
POINT (-73.91755807889668 40.743279480854426),1070,4.0,Queens,402.0,26.0,37.0,12.0,14.0,3336,General,07/07/2016,47-01 Queens Boulevard,47-01 Queens Boulevard,Queens Boulevard,47th Street & 48th Street,Queens,402,Not Applicable,Sunnyside Shines,40.7432794809,-73.9175580789,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-07-07,2016.0
POINT (-73.88692387117436 40.75529114908062),1186,4.0,Queens,403.0,25.0,34.0,13.0,14.0,1975,General,09/25/2013,80-10 Northern Boulevard,80-10 Northern Boulevard,Northern Boulevard,80th & 81st Street,Queens,403,Not Applicable,Not Applicable,40.7552911491,-73.8869238712,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-09-25,2013.0
POINT (-73.9355496707537 40.68864241247166),673,3.0,Brooklyn,303.0,36.0,56.0,25.0,8.0,2810,Municipal Facilities,12/31/2014,616 Quincy Street,616 Quincy Street,Quincy Street,Lewis Avenue and Stuyvesant,Brooklyn,303,Not Applicable,Not Applicable,40.6886424125,-73.9355496708,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-12-31,2014.0
POINT (-73.92683656962967 40.8326977170596),1662,2.0,Bronx,204.0,8.0,77.0,29.0,15.0,2659,Municipal Facilities,08/07/2014,1020 Anderson Avenue,1020 Anderson Avenue,Anderson Avenue,W. 164th Street and W. 165th Street,Bronx,204,Not Applicable,Not Applicable,40.8326977171,-73.9268365696,Highbridge,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-08-07,2014.0
POINT (-73.91866500432211 40.69894279683182),2088,3.0,Brooklyn,304.0,37.0,53.0,18.0,7.0,3194,Plaza,06/19/2015,452 Knickerbocker Avenue,452 Knickerbocker Avenue,Knickerbocker Avenue,Greene Avenue and Myrtle Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.6989427968,-73.9186650043,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-06-19,2015.0
POINT (-73.92801326440845 40.80952427761849),1514,2.0,Bronx,201.0,8.0,84.0,29.0,15.0,3180,AAR,10/01/2015,191 Lincoln Avenue,191 Lincoln Avenue,Lincoln Avenue,136th Street & 138th Street,Bronx,201,Not Applicable,Not Applicable,40.8095242776,-73.9280132644,Mott Haven-Port Morris,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2015-10-01,2015.0
POINT (-73.84336905494571 40.67196847844352),2220,4.0,Queens,410.0,32.0,23.0,15.0,8.0,56,SBS,01/24/2019,137-20 CROSS BAY BLVD,137-20 CROSS BAY BLVD,CROSS BAY BLVD,Pitkin Avenue & Wicklen Road,Queens,51,q52,,40.6719684784,-73.8433690549,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5.0,LEANING BAR,2019-01-24,2019.0
POINT (-73.97764536900428 40.73662018834067),1025,1.0,Manhattan,106.0,4.0,74.0,27.0,12.0,3353,Municipal Facilities,06/03/2016,423 E 23rd Street,423 E 23rd Street,E 23rd Street,1st Avenue & Asser Levy Place,Manhattan,106,Not Applicable,Not Applicable,40.7366201883,-73.977645369,Murray Hill-Kips Bay,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1.0,BACKED,2016-06-03,2016.0
POINT (-73.96213500169175 40.68237296430955),1894,3.0,Brooklyn,302.0,35.0,57.0,25.0,8.0,775,General,07/26/2012,972 Fulton Street,972 Fulton Street,Fulton Street,Grand Avenue and Cambridge Place,Brooklyn,302,Not Applicable,Not Applicable,40.6823729643,-73.9621350017,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-07-26,2012.0
POINT (-73.8260741008768 40.75123154680749),1166,4.0,Queens,407.0,20.0,25.0,16.0,6.0,3359,General,07/13/2016,43-50 Main Street,43-50 Main Street,Main Street,Elder Avenue & Peck Avenue,Queens,407,Not Applicable,Not Applicable,40.7512315468,-73.8260741009,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2016-07-13,2016.0
POINT (-73.84397501836189 40.85787355398477),2188,2.0,Bronx,211.0,13.0,80.0,34.0,14.0,25,SBS,,elham Parkaway at Eastchester Road,1473 Pelham Parkway North,Pelham Parkaway,Eastchester Road & Fenton Avenue,Bronx,211,BX12,,40.857873554,-73.8439750184,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR,,
POINT (-73.94851753226523 40.82546339996987),1615,1.0,Manhattan,109.0,7.0,71.0,31.0,13.0,3367,Municipal Facilities,06/01/2016,510 W 145th Street,510 W 145th Street,W 145th Street,Amsterdam Avenue & Broadway,Manhattan,109,Not Applicable,Not Applicable,40.8254634,-73.9485175323,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-06-01,2016.0
POINT (-73.94232148475498 40.6712804609968),529,3.0,Brooklyn,308.0,35.0,43.0,25.0,9.0,3149,AAR,10/01/2015,230 Kingston Ave,1093 St. Johns Place,St. Johns Place,St. Johns Place & Sterling Place,Brooklyn,308,Not Applicable,Not Applicable,40.671280461,-73.9423214848,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-10-01,2015.0
POINT (-73.97562312353939 40.72408182728172),952,1.0,Manhattan,103.0,2.0,74.0,27.0,7.0,3068,Bus Route,04/17/2015,118 Avenue D,118 Avenue D,Avenue D,E. 8th Street and E. 9th Street,Manhattan,103,M14AD,Not Applicable,40.7240818273,-73.9756231235,East Village,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1.0,BACKLESS,2015-04-17,2015.0
POINT (-73.89431584370237 40.75448173595293),1184,4.0,Queens,403.0,25.0,34.0,13.0,14.0,3159,General,09/10/2015,72-06 Northern Boulevard,72-06 Northern Boulevard,Northern Boulevard,72nd Street & 73rd Street,Queens,403,Q66,Not Applicable,40.754481736,-73.8943158437,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2015-09-10,2015.0
POINT (-73.91521858105061 40.69947974289412),772,3.0,Brooklyn,304.0,37.0,53.0,18.0,7.0,3499,General,07/18/2016,278 Irving Avenue,278 Irving Avenue,Irving Avenue,Grove Street & Menahan Street,Brooklyn,304,Not Applicable,Not Applicable,40.6994797429,-73.9152185811,Bushwick (East),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-07-18,2016.0
POINT (-73.88388959111523 40.701675741733276),793,4.0,Queens,405.0,30.0,38.0,15.0,6.0,3304,Municipal Facilities,,68-20 Myrtle Avenue,72-21 68th Street,68th Street,Myrtle Avenue & Cooper Avenue,Queens,405,Not Applicable,Not Applicable,40.7016757417,-73.8838895911,Glendale,X,AREA OF MINIMAL FLOOD HAZARD,,Unknown,,
POINT (-73.96563184698797 40.67821464000072),585,3.0,Brooklyn,308.0,35.0,57.0,25.0,9.0,1665,General,01/09/2013,80 Underhill Avenue,80 Underhill Avenue,Underhill Avenue,Bergen Street & St. Marks Avenue,Brooklyn,308,Not Applicable,Not Applicable,40.67821464,-73.965631847,Prospect Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-01-09,2013.0
POINT (-74.00666230035442 40.63222035852739),1995,3.0,Brooklyn,310.0,38.0,49.0,17.0,7.0,1809,General,02/13/2013,6123 Fort Hamilton Parkway,6123 Fort Hamilton Parkway,Fort Hamilton Parkway,61st & 62nd Street,Brooklyn,310,B16,Not Applicable,40.6322203585,-74.0066623004,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-02-13,2013.0
POINT (-73.98193973690755 40.688238857443984),661,3.0,Brooklyn,302.0,33.0,52.0,25.0,8.0,995,BID,06/19/2012,293 Livingston Street,293 Livingston Street,Livingston Street,Nevins Street and Flatbush Avenue,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6882388574,-73.9819397369,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-06-19,2012.0
POINT (-73.86154730944406 40.69231564858581),717,4.0,Queens,409.0,30.0,38.0,15.0,7.0,2271,BID,12/05/2013,80-19 Jamaica Avenue,80-19 Jamaica Avenue,Jamaica Avenue,80th Street & Forest Pkwy,Queens,409,Not Applicable,Woodhaven,40.6923156486,-73.8615473094,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-12-05,2013.0
POINT (-74.01071935555028 40.7137791016675),887,1.0,Manhattan,101.0,1.0,66.0,26.0,10.0,1839,General,03/11/2013,30 West Broadway,30 West Broadway,"Park Place, Greenwich Street & West Broadway",Greenwich Street &West Broadway,Manhattan,101,Not Applicable,Not Applicable,40.7137791017,-74.0107193556,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,2.0,BACKED,2013-03-11,2013.0
POINT (-73.9350750695174 40.84644248231403),1731,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,2762,Municipal Facilities,12/04/2014,586 W 177th Street,586 W 177th Street,W 177th Street,Saint Nicholas Avenue and Audubon Avenue,Manhattan,112,Not Applicable,Not Applicable,40.8464424823,-73.9350750695,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-12-04,2014.0
POINT (-73.99895054473298 40.71939177499656),925,1.0,Manhattan,102.0,1.0,65.0,26.0,10.0,3083,General,06/05/2015,215 Centre Street,215 Centre Street,Centre Street,Howard Street & Grand Street,Manhattan,102,Not Applicable,Chinatown,40.719391775,-73.9989505447,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2015-06-05,2015.0
POINT (-73.94167088665859 40.60037817215186),2120,3.0,Brooklyn,315.0,46.0,41.0,19.0,9.0,3919,Senior Safety,01/24/2018,2944 Gravesend Neck Road,2944 Gravesend Neck Road,Gravesend Neck Road,Nostrand Avennue & Avenue U,Brooklyn,315,Not Applicable,Not Applicable,40.6003781722,-73.9416708867,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKED,2018-01-24,2018.0
POINT (-74.07278890573413 40.64373283272908),2234,5.0,Staten Island,501.0,49.0,61.0,23.0,11.0,70,Bus Route,06/10/2020,1 Bay Street,1 Bay Street,Ferry Terminal Viaduct,Ferry Terminal Viaduct,Staten Island,56,S61,,40.6437328327,-74.0727889057,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,1.0,LEANING BAR,2020-06-10,2020.0
POINT (-73.9590936131341 40.70914833683314),2143,3.0,Brooklyn,301.0,34.0,50.0,18.0,7.0,4255,Bus Route,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2019-05-30,2019.0
POINT (-73.95686637055341 40.71534003463986),905,3.0,Brooklyn,301.0,34.0,50.0,18.0,12.0,2816,Municipal Facilities,01/07/2015,208 North 5th Street,208 North 5th Street,North 5th Street,Driggs Avenue & Roebling Street,Brooklyn,301,Not Applicable,Not Applicable,40.7153400346,-73.9568663706,Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2015-01-07,2015.0
POINT (-73.7719729251502 40.76562032828578),1277,4.0,Queens,411.0,19.0,26.0,11.0,6.0,1508,BID,01/28/2013,38-33 Bell Blvd,38-33 Bell Blvd,Bell Blvd,38th and 39th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.7656203283,-73.7719729252,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-01-28,2013.0
POINT (-73.97581392336569 40.6869925992533),1905,3.0,Brooklyn,302.0,35.0,57.0,25.0,8.0,1062,Plaza,05/16/2018,650 Fulton Street,650 Fulton Street,Plaza,Fulton Street and Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.6869925993,-73.9758139234,Fort Greene,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-05-16,2018.0
POINT (-74.0964221489314 40.64197072652792),297,5.0,Staten Island,501.0,49.0,61.0,23.0,11.0,2326,Senior Center,03/14/2014,125 Cassidy Place,125 Cassidy Place,Cassidy Place,Clinton Avenue & Lafayette Avenue,Staten Island,501,Not Applicable,Not Applicable,40.6419707265,-74.0964221489,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-03-14,2014.0
POINT (-73.87448212914433 40.74852156197201),1134,4.0,Queens,404.0,21.0,34.0,13.0,14.0,2864,General,11/12/2014,91-08 Roosevelt Avenue,91-08 Roosevelt Avenue,Roosevelt Avenue,Aske Street & Benham Street,Queens,404,Not Applicable,Not Applicable,40.748521562,-73.8744821291,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-11-12,2014.0
POINT (-73.94168858246793 40.83113158131756),1647,1.0,Manhattan,112.0,7.0,71.0,30.0,13.0,3368,Municipal Facilities,05/21/2016,475 W 155th Street,475 W 155th Street,W 155th Street,Amsterdam Avenue & St. Nicholas Avenue,Manhattan,112,Not Applicable,Not Applicable,40.8311315813,-73.9416885825,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2016-05-21,2016.0
POINT (-73.87958756490913 40.66087359603625),411,3.0,Brooklyn,305.0,42.0,60.0,19.0,8.0,151,Bus Route,04/03/2013,872 Ashford Street,872 Ashford Street,Ashford Street,Stanley Avenue and Wortman Avenue,Brooklyn,305,B6,Not Applicable,40.660873596,-73.8795875649,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKLESS,2013-04-03,2013.0
POINT (-74.0121031494725 40.71392091736883),2000,1.0,Manhattan,101.0,1.0,66.0,26.0,10.0,1942,BID,06/13/2013,230 Greenwich Street,230 Greenwich Street,Greenwich Street & Barclay Street,Greenwich Street & Washington Street,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7139209174,-74.0121031495,Tribeca-Civic Center,AE,,1.0,BACKED,2013-06-13,2013.0
POINT (-73.86451243414515 40.72747781417453),964,4.0,Queens,406.0,29.0,28.0,16.0,6.0,2539,Municipal Facilities,06/17/2014,91-41 63rd Drive,91-41 63rd Drive,Austin Street,Austin Street and 63rd Avenue,Queens,406,Not Applicable,Not Applicable,40.7274778142,-73.8645124341,Rego Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-06-17,2014.0
POINT (-73.95919356723483 40.69648474514512),749,3.0,Brooklyn,303.0,33.0,50.0,26.0,7.0,1726,General,02/13/2013,445 Park Avenue,445 Park Avenue,Park Avenue,Franklin Avenue & Kent Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.6964847451,-73.9591935672,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2013-02-13,2013.0
POINT (-73.93840556480296 40.846290715358926),1726,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,3337,Plaza,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.8462907154,-73.9384055648,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2015-12-01,2015.0
POINT (-73.91990157277918 40.80952572152592),1509,2.0,Bronx,201.0,8.0,84.0,29.0,15.0,2134,Community Health Centers,09/09/2013,468 East 140th Street,468 East 140th Street,East 140th Street,Willis and Brook Avenues,Bronx,201,Not Applicable,Not Applicable,40.8095257215,-73.9199015728,Mott Haven-Port Morris,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2013-09-09,2013.0
POINT (-73.92681657441263 40.762627730970095),1250,4.0,Queens,401.0,22.0,36.0,12.0,12.0,2823,General,11/06/2014,29-10 Broadway,29-10 Broadway,Broadway,29th Street & 30th Street,Queens,401,Not Applicable,Not Applicable,40.762627731,-73.9268165744,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-11-06,2014.0
POINT (-73.87154871378719 40.68132815264046),617,3.0,Brooklyn,305.0,37.0,54.0,18.0,7.0,3494,General,08/01/2016,310 Crescent Street,310 Crescent Street,Crescent Street,Atlantic Avenue & Glen Street,Brooklyn,305,B13,Not Applicable,40.6813281526,-73.8715487138,Cypress Hills,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2016-08-01,2016.0
POINT (-73.91914353148614 40.85371552566771),1763,2.0,Bronx,205.0,16.0,77.0,33.0,13.0,3984,Bus Route,03/06/2018,1854 Cedar Avenue,1854 Cedar Avenue,Cedar Avenue,W Tremont Avenue & W 179th Street,Bronx,205,BX40,Not Applicable,40.8537155257,-73.9191435315,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2018-03-06,2018.0
POINT (-73.89456102979197 40.66239008423405),424,3.0,Brooklyn,305.0,42.0,60.0,19.0,8.0,2738,Municipal Facilities,10/16/2014,590 Sheffield Avenue,590 Sheffield Avenue,Sheffield Avenue,Riverdale Avenue & New Lots Avenue,Brooklyn,305,Not Applicable,Not Applicable,40.6623900842,-73.8945610298,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2014-10-16,2014.0
POINT (-73.94850282538665 40.640194178336586),2175,3.0,Brooklyn,317.0,45.0,42.0,21.0,9.0,12,SBS,11/19/2016,1864 Nostrand Avenue,1864 Nostrand Avenue,Nostrand Avenue,Newkirk Avenue & Avenue D,Brooklyn,0,B44,,40.6401941783,-73.9485028254,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,5.0,LEANING BAR,2016-11-19,2016.0
POINT (-73.91130204126316 40.66953848127071),512,3.0,Brooklyn,316.0,41.0,55.0,20.0,9.0,1762,BID,02/21/2013,1680 Pitkin Avenue,1680 Pitkin Avenue,Pitkin Avenue,Chester Street & Rockaway Avenue,Brooklyn,316,Not Applicable,Pitkin Avenue,40.6695384813,-73.9113020413,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-02-21,2013.0
POINT (-73.88966975083075 40.749118420755984),1145,4.0,Queens,403.0,25.0,39.0,13.0,14.0,2198,General,10/29/2013,76-10 37th Avenue,76-10 37th Avenue,37th Avenue,76th & 77th Street,Queens,403,Not Applicable,Not Applicable,40.7491184208,-73.8896697508,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-10-29,2013.0
POINT (-73.88374158197414 40.85055271266025),1753,2.0,Bronx,206.0,15.0,79.0,33.0,15.0,2704,Municipal Facilities,10/02/2014,770 Grote Street,770 Grote Street,Grote Street,Old Kingsbridge Road & Prospect Avenue,Bronx,206,Not Applicable,Not Applicable,40.8505527127,-73.883741582,Belmont,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-10-02,2014.0
