GISJOIN,GEOID,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,geometry,closest_bench,the_geom,ObjectID,BoroName,Latitude,Longitude,NTAName,SeatingTyp,date,lat_long,distance_km,distance_m,travel_time,travel_time_sec
G3600610020300,36061020300,36,061,020300,3874,40.808705,-73.961448,POINT (1827468.3443999998 583636.1219999995),"(40.8054038006, -73.9622295394)",POINT (-73.96222953939818 40.8054038006002),1493,Manhattan,40.8054038006,-73.9622295394,Morningside Heights,BACKLESS,2019-04-11,"(40.8054038006, -73.9622295394)",0.5 km,487,6 mins,
G3600610020500,36061020500,36,061,020500,5023,40.808788,-73.964744,POINT (1827197.8154000007 583581.7917999998),"(40.806149524, -73.9650294171)",POINT (-73.96502941709633 40.80614952399683),1496,Manhattan,40.806149524,-73.9650294171,Morningside Heights,BACKED,2015-06-01,"(40.806149524, -73.9650294171)",0.4 km,374,5 mins,
G3600610020600,36061020600,36,061,020600,3628,40.808449,-73.938723,POINT (1829325.3753999993 584045.4397),"(40.8097851895, -73.9397137772)",POINT (-73.9397137771871 40.80978518951688),1511,Manhattan,40.8097851895,-73.9397137772,East Harlem (North),BACKED,2013-03-14,"(40.8097851895, -73.9397137772)",0.2 km,245,3 mins,
G3600610020701,36061020701,36,061,020701,3035,40.808955,-73.95853,POINT (1827699.5194999985 583719.4861999992),"(40.8103765743, -73.9575247514)",POINT (-73.95752475139736 40.810376574260204),1516,Manhattan,40.8103765743,-73.9575247514,Morningside Heights,BACKED,2014-12-05,"(40.8103765743, -73.9575247514)",0.3 km,290,3 mins,
G3600610020800,36061020800,36,061,020800,5255,40.809665,-73.942026,POINT (1829025.1009999998 584114.3925999999),"(40.8097851895, -73.9397137772)",POINT (-73.9397137771871 40.80978518951688),1511,Manhattan,40.8097851895,-73.9397137772,East Harlem (North),BACKED,2013-03-14,"(40.8097851895, -73.9397137772)",0.3 km,266,3 mins,
G3600610020901,36061020901,36,061,020901,3665,40.811527,-73.955198,POINT (1827904.620099999 584063.8975000009),"(40.8111137816, -73.954066493)",POINT (-73.95406649304567 40.81111378161235),1520,Manhattan,40.8111137816,-73.954066493,Morningside Heights,BACKED,2013-01-16,"(40.8111137816, -73.954066493)",0.1 km,149,2 mins,
G3600610021000,36061021000,36,061,021000,6748,40.812536,-73.936171,POINT (1829427.8588999994 584539.9915999994),"(40.8129535979, -73.9378631446)",POINT (-73.93786314461647 40.81295359791908),1529,Manhattan,40.8129535979,-73.9378631446,Harlem (North),BACKLESS,2015-01-28,"(40.8129535979, -73.9378631446)",0.2 km,193,2 mins,
G3600610021100,36061021100,36,061,021100,10529,40.813769,-73.959427,POINT (1827502.5599000007 584226.9228000008),"(40.8139499785, -73.9593086767)",POINT (-73.95930867670542 40.81394997845963),1535,Manhattan,40.8139499785,-73.9593086767,Morningside Heights,BACKLESS,2015-01-26,"(40.8139499785, -73.9593086767)",22 m,22,1 min,
G3600610021200,36061021200,36,061,021200,4899,40.813855,-73.93893,POINT (1829169.2364999987 584630.6359999999),"(40.8129535979, -73.9378631446)",POINT (-73.93786314461647 40.81295359791908),1529,Manhattan,40.8129535979,-73.9378631446,Harlem (North),BACKLESS,2015-01-28,"(40.8129535979, -73.9378631446)",0.2 km,170,2 mins,
G3600610021303,36061021303,36,061,021303,5583,40.81407,-73.952781,POINT (1828035.9448000006 584387.5513000004),"(40.8117218177, -73.9516403797)",POINT (-73.95164037974837 40.81172181766612),1521,Manhattan,40.8117218177,-73.9516403797,Harlem (North),BACKED,2013-10-10,"(40.8117218177, -73.9516403797)",0.4 km,411,5 mins,
G3600610021400,36061021400,36,061,021400,3075,40.816927,-73.936764,POINT (1829266.4334000014 585007.1319999993),"(40.8150709872, -73.9358008844)",POINT (-73.93580088439444 40.815070987175915),1539,Manhattan,40.8150709872,-73.9358008844,East Harlem (North),BACKED,2016-06-03,"(40.8150709872, -73.9358008844)",0.4 km,361,4 mins,
G3600610021500,36061021500,36,061,021500,3856,40.813848,-73.949223,POINT (1828331.359000001 584431.8019999992),"(40.8153966507, -73.9472096573)",POINT (-73.9472096572715 40.815396650723024),2068,Manhattan,40.8153966507,-73.9472096573,Harlem (North),BACKLESS,2015-01-26,"(40.8153966507, -73.9472096573)",0.3 km,258,3 mins,
G3600610021600,36061021600,36,061,021600,8567,40.800729,-73.954418,POINT (1828246.1477999985 582902.0147999991),"(40.7986007247, -73.9533055631)",POINT (-73.95330556309771 40.79860072469752),1472,Manhattan,40.7986007247,-73.9533055631,Harlem (South),BACKED,2013-12-03,"(40.7986007247, -73.9533055631)",0.4 km,351,5 mins,
G3600610021703,36061021703,36,061,021703,545,40.816378,-73.951168,POINT (1828107.8454000019 584670.1273999996),"(40.8174091686, -73.9525589922)",POINT (-73.95255899217928 40.81740916863326),1558,Manhattan,40.8174091686,-73.9525589922,Manhattanville-West Harlem,BACKED,2014-12-05,"(40.8174091686, -73.9525589922)",0.7 km,665,8 mins,
G3600610021800,36061021800,36,061,021800,6530,40.80331,-73.952652,POINT (1828323.5073000006 583217.2960000001),"(40.8044277238, -73.9527445632)",POINT (-73.95274456322508 40.804427723771035),1491,Manhattan,40.8044277238,-73.9527445632,Harlem (South),BACKED,2014-03-28,"(40.8044277238, -73.9527445632)",0.1 km,144,2 mins,
G3600610021900,36061021900,36,061,021900,5696,40.817049,-73.955436,POINT (1827743.0731999986 584661.1663000006),"(40.817284995, -73.9568680762)",POINT (-73.95686807621102 40.817284995047864),1552,Manhattan,40.817284995,-73.9568680762,Manhattanville-West Harlem,BACKLESS,2015-01-26,"(40.817284995, -73.9568680762)",0.2 km,159,2 mins,
G3600610022000,36061022000,36,061,022000,6114,40.805899,-73.951014,POINT (1828390.2267000005 583530.9861999992),"(40.8065870779, -73.9498439814)",POINT (-73.94984398140183 40.806587077882725),1499,Manhattan,40.8065870779,-73.9498439814,Harlem (South),BACKLESS,2017-02-10,"(40.8065870779, -73.9498439814)",0.2 km,151,2 mins,
G3600610022102,36061022102,36,061,022102,2382,40.818869,-73.946239,POINT (1828444.997200001 585036.4434999991),"(40.8191969071, -73.944712625)",POINT (-73.94471262504297 40.81919690706391),1572,Manhattan,40.8191969071,-73.944712625,Harlem (North),BACKED,2014-05-16,"(40.8191969071, -73.944712625)",0.2 km,196,2 mins,
G3600610022200,36061022200,36,061,022200,3293,40.807821,-73.94943,POINT (1828469.7159999982 583770.9408),"(40.8074859762, -73.9491884747)",POINT (-73.94918847473168 40.807485976207325),1502,Manhattan,40.8074859762,-73.9491884747,Harlem (South),BACKLESS,2017-02-10,"(40.8074859762, -73.9491884747)",40 m,40,1 min,
G3600610022301,36061022301,36,061,022301,7258,40.820553,-73.954623,POINT (1827719.0507999994 585058.7040999997),"(40.8228227206, -73.9530675613)",POINT (-73.95306756133887 40.82282272055926),1601,Manhattan,40.8228227206,-73.9530675613,Hamilton Heights-Sugar Hill,BACKLESS,2013-03-08,"(40.8228227206, -73.9530675613)",0.3 km,277,4 mins,
G3600610022302,36061022302,36,061,022302,3101,40.820021,-73.956923,POINT (1827545.4924000017 584956.4888000004),"(40.817284995, -73.9568680762)",POINT (-73.95686807621102 40.817284995047864),1552,Manhattan,40.817284995,-73.9568680762,Manhattanville-West Harlem,BACKLESS,2015-01-26,"(40.817284995, -73.9568680762)",0.3 km,326,4 mins,
G3600610022400,36061022400,36,061,022400,7346,40.811212,-73.946934,POINT (1828585.6231000014 584188.5482000001),"(40.8103504869, -73.9473054589)",POINT (-73.94730545893744 40.81035048685057),2018,Manhattan,40.8103504869,-73.9473054589,Harlem (North),BACKLESS,2013-11-08,"(40.8103504869, -73.9473054589)",0.1 km,123,2 mins,
G3600610022500,36061022500,36,061,022500,9895,40.823075,-73.952558,POINT (1827822.232999999 585373.2918999996),"(40.8228227206, -73.9530675613)",POINT (-73.95306756133887 40.82282272055926),1601,Manhattan,40.8228227206,-73.9530675613,Hamilton Heights-Sugar Hill,BACKLESS,2013-03-08,"(40.8228227206, -73.9530675613)",71 m,71,1 min,
G3600610022600,36061022600,36,061,022600,4890,40.813483,-73.944671,POINT (1828711.3880000003 584479.6055999994),"(40.8151041862, -73.9454336404)",POINT (-73.94543364043844 40.8151041861815),1541,Manhattan,40.8151041862,-73.9454336404,Harlem (North),BACKED,2014-12-05,"(40.8151041862, -73.9454336404)",0.3 km,306,4 mins,
G3600610022700,36061022700,36,061,022700,5387,40.82279,-73.946252,POINT (1828342.9492000006 585463.534),"(40.8239252604, -73.9449648848)",POINT (-73.94496488480998 40.82392526042723),1605,Manhattan,40.8239252604,-73.9449648848,Hamilton Heights-Sugar Hill,BACKED,2013-03-14,"(40.8239252604, -73.9449648848)",0.4 km,422,5 mins,
G3600610022800,36061022800,36,061,022800,5961,40.815911,-73.942844,POINT (1828797.5976999998 584779.3848000001),"(40.8149887215, -73.9409165664)",POINT (-73.9409165663974 40.814988721514226),1540,Manhattan,40.8149887215,-73.9409165664,Harlem (North),BACKED,2014-06-26,"(40.8149887215, -73.9409165664)",0.2 km,234,3 mins,
G3600610022900,36061022900,36,061,022900,7975,40.825378,-73.950377,POINT (1827940.4853000008 585666.2426999994),"(40.8263964147, -73.950106497)",POINT (-73.9501064970197 40.826396414731846),1621,Manhattan,40.8263964147,-73.950106497,Hamilton Heights-Sugar Hill,BACKLESS,2017-02-14,"(40.8263964147, -73.950106497)",0.2 km,158,2 mins,
G3600610023000,36061023000,36,061,023000,9111,40.818641,-73.941172,POINT (1828863.3973999992 585109.0950000007),"(40.8183773055, -73.941030145)",POINT (-73.94103014497834 40.81837730554713),1567,Manhattan,40.8183773055,-73.941030145,Harlem (North),BACKED,2012-10-12,"(40.8183773055, -73.941030145)",49 m,49,1 min,
G3600610023100,36061023100,36,061,023100,6273,40.825965,-73.944419,POINT (1828410.392000001 585844.8337999992),"(40.826402263, -73.94689351)",POINT (-73.94689350996146 40.82640226304847),1620,Manhattan,40.826402263,-73.94689351,Hamilton Heights-Sugar Hill,BACKED,2013-08-16,"(40.826402263, -73.94689351)",0.2 km,217,3 mins,
G3600610023200,36061023200,36,061,023200,8061,40.820977,-73.939747,POINT (1828919.228599999 585391.1105000004),"(40.8218443537, -73.9387006602)",POINT (-73.93870066017719 40.821844353650846),2021,Manhattan,40.8218443537,-73.9387006602,Harlem (North),BACKLESS,2013-12-06,"(40.8218443537, -73.9387006602)",0.1 km,142,2 mins,
G3600610023300,36061023300,36,061,023300,6368,40.828157,-73.948297,POINT (1828038.2446999997 586009.1296999995),"(40.8278820596, -73.9491611205)",POINT (-73.94916112045063 40.82788205956966),1625,Manhattan,40.8278820596,-73.9491611205,Hamilton Heights-Sugar Hill,BACKLESS,2015-01-23,"(40.8278820596, -73.9491611205)",0.1 km,108,1 min,
G3600610023400,36061023400,36,061,023400,5112,40.824076,-73.93904,POINT (1828896.942499999 585742.4631999992),"(40.8228511626, -73.9377880736)",POINT (-73.93778807361589 40.82285116257756),2070,Manhattan,40.8228511626,-73.9377880736,Harlem (North),BACKLESS,2015-01-26,"(40.8228511626, -73.9377880736)",0.2 km,235,3 mins,
G3600610023501,36061023501,36,061,023501,6720,40.829228,-73.941999,POINT (1828523.3370999992 586247.0175999999),"(40.8297631002, -73.9441557595)",POINT (-73.94415575947731 40.8297631001589),1635,Manhattan,40.8297631002,-73.9441557595,Hamilton Heights-Sugar Hill,BACKED,2017-05-06,"(40.8297631002, -73.9441557595)",0.3 km,279,4 mins,
G3600610023502,36061023502,36,061,023502,2206,40.827659,-73.939079,POINT (1828801.4543999992 586132.2070000004),"(40.8301451763, -73.9398368834)",POINT (-73.93983688337636 40.83014517633388),2084,Manhattan,40.8301451763,-73.9398368834,Hamilton Heights-Sugar Hill,BACKED,2016-06-01,"(40.8301451763, -73.9398368834)",0.4 km,397,6 mins,
G3600610023600,36061023600,36,061,023600,9907,40.824091,-73.936433,POINT (1829108.7844999991 585794.2720999997),"(40.8228511626, -73.9377880736)",POINT (-73.93778807361589 40.82285116257756),2070,Manhattan,40.8228511626,-73.9377880736,Harlem (North),BACKLESS,2015-01-26,"(40.8228511626, -73.9377880736)",0.7 km,656,8 mins,
G3600610023700,36061023700,36,061,023700,6792,40.830402,-73.947148,POINT (1828073.9587000012 586275.9085000008),"(40.8303658003, -73.947346397)",POINT (-73.94734639695413 40.83036580026549),1637,Manhattan,40.8303658003,-73.947346397,Hamilton Heights-Sugar Hill,BACKLESS,2013-04-09,"(40.8303658003, -73.947346397)",12 m,12,1 min,
G3600610023802,36061023802,36,061,023802,4791,40.767233,-73.945428,POINT (1829841.0427 579424.2544999998),"(40.765686696, -73.9544633667)",POINT (-73.9544633667127 40.76568669601969),2006,Manhattan,40.765686696,-73.9544633667,Upper East Side-Lenox Hill-Roosevelt Island,BACKED,2014-01-10,"(40.765686696, -73.9544633667)",6.0 km,5981,1 hour 16 mins,
G3600610023803,36061023803,36,061,023803,3625,40.762033,-73.949651,POINT (1829630.8935999982 578776.1848000009),"(40.765686696, -73.9544633667)",POINT (-73.9544633667127 40.76568669601969),2006,Manhattan,40.765686696,-73.9544633667,Upper East Side-Lenox Hill-Roosevelt Island,BACKED,2014-01-10,"(40.765686696, -73.9544633667)",6.0 km,5988,1 hour 16 mins,
G3600610023804,36061023804,36,061,023804,3306,40.758429,-73.953245,POINT (1829430.8508000001 578314.1806000005),"(40.7611312858, -73.9574935605)",POINT (-73.95749356052525 40.7611312857849),1238,Manhattan,40.7611312858,-73.9574935605,Upper East Side-Lenox Hill-Roosevelt Island,BACKED,2018-02-02,"(40.7611312858, -73.9574935605)",6.0 km,5995,1 hour 17 mins,
G3600610023900,36061023900,36,061,023900,2675,40.832563,-73.940899,POINT (1828526.9629000016 586631.6492999997),"(40.8326877039, -73.9420248816)",POINT (-73.94202488157124 40.83268770388879),1660,Manhattan,40.8326877039,-73.9420248816,Washington Heights (South),BACKED,2017-05-06,"(40.8326877039, -73.9420248816)",0.1 km,141,2 mins,
G3600610024000,36061024000,36,061,024000,1302,40.786479,-73.929116,POINT (1830673.9217999987 581836.0085000005),"(40.7894160632, -73.9398304787)",POINT (-73.93983047872675 40.7894160632447),1409,Manhattan,40.7894160632,-73.9398304787,East Harlem (South),BACKLESS,2017-10-14,"(40.7894160632, -73.9398304787)",2.7 km,2717,34 mins,
G3600610024100,36061024100,36,061,024100,7612,40.833889,-73.94523,POINT (1828140.2721999995 586692.8408000004),"(40.832981806, -73.9453608742)",POINT (-73.94536087421963 40.83298180603014),1664,Manhattan,40.832981806,-73.9453608742,Washington Heights (South),BACKED,2015-02-05,"(40.832981806, -73.9453608742)",0.1 km,110,2 mins,
G3600610024200,36061024200,36,061,024200,4448,40.806179,-73.935809,POINT (1829621.142000001 583854.1377000008),"(40.8045558127, -73.9356134848)",POINT (-73.93561348482363 40.80455581265649),1492,Manhattan,40.8045558127,-73.9356134848,East Harlem (North),BACKLESS,2017-02-10,"(40.8045558127, -73.9356134848)",0.3 km,305,4 mins,
G3600610024301,36061024301,36,061,024301,3993,40.836004,-73.938803,POINT (1828608.9177 587046.9958999995),"(40.8342013413, -73.940917411)",POINT (-73.94091741096541 40.834201341260474),1673,Manhattan,40.8342013413,-73.940917411,Washington Heights (South),BACKED,2014-01-15,"(40.8342013413, -73.940917411)",0.4 km,353,4 mins,
G3600610024302,36061024302,36,061,024302,7237,40.831779,-73.937356,POINT (1828835.5555999987 586614.3816),"(40.8301451763, -73.9398368834)",POINT (-73.93983688337636 40.83014517633388),2084,Manhattan,40.8301451763,-73.9398368834,Hamilton Heights-Sugar Hill,BACKED,2016-06-01,"(40.8301451763, -73.9398368834)",0.8 km,761,11 mins,
G3600610024500,36061024500,36,061,024500,13385,40.836616,-73.942094,POINT (1828325.2844000012 587050.3748000003),"(40.8367367175, -73.9429035637)",POINT (-73.94290356368153 40.83673671748482),1682,Manhattan,40.8367367175,-73.9429035637,Washington Heights (South),BACKLESS,2015-01-23,"(40.8367367175, -73.9429035637)",0.1 km,115,1 min,
G3600610024700,36061024700,36,061,024700,6521,40.837264,-73.945623,POINT (1828021.354699999 587053.1094000004),"(40.8367367175, -73.9429035637)",POINT (-73.94290356368153 40.83673671748482),1682,Manhattan,40.8367367175,-73.9429035637,Washington Heights (South),BACKLESS,2015-01-23,"(40.8367367175, -73.9429035637)",0.2 km,231,3 mins,
G3600610024900,36061024900,36,061,024900,1084,40.838737,-73.936903,POINT (1828693.1455000006 587381.4094999991),"(40.8396742091, -73.9369097879)",POINT (-73.93690978788436 40.83967420909755),1688,Manhattan,40.8396742091,-73.9369097879,Washington Heights (South),BACKLESS,2015-01-20,"(40.8396742091, -73.9369097879)",0.1 km,114,1 min,
G3600610025100,36061025100,36,061,025100,2287,40.839975,-73.93842,POINT (1828537.7796999998 587487.1414999999),"(40.8396742091, -73.9369097879)",POINT (-73.93690978788436 40.83967420909755),1688,Manhattan,40.8396742091,-73.9369097879,Washington Heights (South),BACKLESS,2015-01-20,"(40.8396742091, -73.9369097879)",0.2 km,170,2 mins,
G3600610025300,36061025300,36,061,025300,10081,40.842918,-73.938115,POINT (1828486.7769000009 587813.7492999993),"(40.8424872911, -73.9385805982)",POINT (-73.93858059822206 40.84248729110291),1701,Manhattan,40.8424872911,-73.9385805982,Washington Heights (South),BACKLESS,2015-01-20,"(40.8424872911, -73.9385805982)",68 m,68,1 min,
G3600610025500,36061025500,36,061,025500,5697,40.844902,-73.942114,POINT (1828110.2054999992 587953.0387999993),"(40.8457998707, -73.9402500162)",POINT (-73.94025001618512 40.84579987069816),1714,Manhattan,40.8457998707,-73.9402500162,Washington Heights (South),BACKED,2016-05-24,"(40.8457998707, -73.9402500162)",0.3 km,328,4 mins,
G3600610025700,36061025700,36,061,025700,4270,40.807858,-73.954483,POINT (1828057.304200001 583677.7630000003),"(40.807406583, -73.9530652198)",POINT (-73.9530652198297 40.807406582953824),2017,Manhattan,40.807406583,-73.9530652198,Harlem (South),BACKLESS,2013-11-08,"(40.807406583, -73.9530652198)",0.2 km,197,3 mins,
G3600610025900,36061025900,36,061,025900,4029,40.823342,-73.94226,POINT (1828653.7177999988 585600.5033999998),"(40.8228096857, -73.941593001)",POINT (-73.9415930010305 40.82280968565607),1981,Manhattan,40.8228096857,-73.941593001,Harlem (North),BACKLESS,2017-02-04,"(40.8228096857, -73.941593001)",71 m,71,1 min,
G3600610026100,36061026100,36,061,026100,10733,40.845823,-73.934543,POINT (1828702.6259000003 588199.0760999992),"(40.8464424823, -73.9350750695)",POINT (-73.9350750695174 40.84644248231403),1731,Manhattan,40.8464424823,-73.9350750695,Washington Heights (South),BACKED,2014-12-04,"(40.8464424823, -73.9350750695)",0.1 km,121,1 min,
G3600610026300,36061026300,36,061,026300,7969,40.846957,-73.937175,POINT (1828459.2102999985 588272.0188999996),"(40.8470705591, -73.9368866277)",POINT (-73.93688662769024 40.8470705591019),1734,Manhattan,40.8470705591,-73.9368866277,Washington Heights (South),BACKED,2017-08-01,"(40.8470705591, -73.9368866277)",59 m,59,1 min,
G3600610026500,36061026500,36,061,026500,6850,40.849741,-73.939232,POINT (1828220.0837000012 588535.8534999993),"(40.8506750728, -73.938278953)",POINT (-73.93827895300058 40.85067507276619),1756,Manhattan,40.8506750728,-73.938278953,Washington Heights (North),BACKED,2015-09-12,"(40.8506750728, -73.938278953)",0.1 km,127,2 mins,
G3600610026700,36061026700,36,061,026700,2083,40.850686,-73.928362,POINT (1829080.2925999984 588848.0044),"(40.8528897005, -73.931263578)",POINT (-73.93126357796332 40.85288970051066),1761,Manhattan,40.8528897005,-73.931263578,Washington Heights (North),BACKLESS,2017-03-25,"(40.8528897005, -73.931263578)",0.5 km,465,6 mins,
